Tanggal,Komentar
2023-09-21T05:50:17Z,"Alhamdulillah  tiktok shop, saya yang tadinya habis kontrak di perusahan bisa berdagang di tiktokshop hingga mempunyai penghasilan, sekarang saya punya penghasilan dari offline maupun online, hanya manusia berfikir dan kerja keras yg mampu berkembang"
2023-09-21T05:28:32Z,Setujuuuuuu
2023-09-21T04:38:04Z,Bikin konten jgn jualan
2023-09-21T04:15:29Z,"Bagaimana nasib pedagang online kecil yang ada di tiktok?

Yang menjual produk lokal juga 😢😢"
2023-09-21T01:16:57Z,"YouTube itu bagus di blokir juga,, gak laku tv kita kalo ada YouTube,, kasihan yang jualan tv"
2023-09-21T01:15:27Z,"Tiktok YouTube fb bagus di blokir aja 
Gak laku jualan saya kalo ada ni aplikasi"
2023-09-21T01:08:35Z,Mantap. Anti made in komunis
2023-09-21T00:38:52Z,Hancur pasar Indonesia
2023-09-20T23:46:42Z,Jika memang Pemerintah peduli dengan UMKM maka harus berani Tegas.
2023-09-20T16:28:17Z,Bener apa yg di kataken Pak Harto. Hancur bangsa ini jika rakyatnya lebih memilih barang impor dari dp produk dalam negri sendiri😅
2023-09-20T15:44:30Z,Alhamdulillah
2023-09-20T15:21:57Z,Masa sih di blokir ?
2023-09-20T14:47:45Z,Blokir TikTok ✊✊
2023-09-20T13:21:44Z,Sdh jamannya digital kita hrs belanja lewat on line jd utk hemat waktu ...waktu yg lain kita bs pergunakan...top tik tok lanjutkan karyamu dan pesaing tik tok kedepannya pasti jg ada
2023-09-20T13:02:08Z,"Klo maunya bgtu harusnya dri dlu waktu usaha besar seperti retail  yg gulung tikar,byk yg menggantungkan nasibnya disitu,klo skrg baru dilakukan buat sya pemerintah terlambat,tpi klopun dilakukan jga gk ada dampaknya ya krna sdh jdi kbiasaan dan blm ada peraturannya"
2023-09-20T12:30:46Z,Setuju harus tu tiktok shop dilarang jualan di indonesia . Di amerika sajah tiktok shop ditolak
2023-09-20T11:48:30Z,Setujuuuuuuu
2023-09-20T11:37:45Z,"Banyak loh yg jualan di tiktok menjual produk2 lokal bahkan dari para pengrajin daerah langsung, gak melulu produk luar yg dijual di tiktok..
Dan ada juga sahabat ku yg jualan baju anak memanfaatkan tenaga kerja ibu2 sekitar rumah dia yg sudah jadi janda, gak punya suami, dsb.. hasilnya dijual melalui tiktok.. secara gak lgsg dia membuka peluang kerja untuk org yg membutuhkan..
Sebenarnya ada sisi positifnya juga loh.."
2023-09-20T11:11:33Z,BANDED❌
2023-09-20T09:20:52Z,Terimakasih semoga cepat terlaksana walau agk telat butiq ku skrg tutup smtr krn omset ny 1 juta sj sbln pdhl sblmnya Omset bisa 12 at 10 juta sebulan 😢
2023-09-20T06:55:35Z,Gw si setuju aja
2023-09-20T05:58:58Z,Bner
2023-09-20T05:58:49Z,"Mungkin produk2 impor yang belum memiliki izin edar di Indonesia harus diperketat lagi perizinannya, dengan begitu mungkin harga bisa relatif sama dengan produk lokal"
2023-09-20T04:44:38Z,Tik tok blokir.
2023-09-20T04:44:11Z,Pemerintah molor mulu.gimna nasib UMKM kita.molor
2023-09-20T04:24:12Z,Setujuuu gueee
2023-09-20T03:55:30Z,tik tok shop dan shopie wajib di hapus kasian la yg jualan off line.
2023-09-20T03:09:37Z,"Bukan masalah import atau marketplacenya.. tp sistem distribusi nya cacat.. misal kerudung bukan buatan cina.. kerudung yg saya beli 1 kodi di toko grosiran misal itu harga 12.500.. dijual 17,5-20ribu ecer.. tp sekarang yg nakal itu sellernya.. misal dia beli di pabrik atau konveksi sendiri dijual di marketplace seharga 10ribu.. itu yg cacat.. rantai distribusi yg aman itu ya produsen/konveksi cari distributor.. distributor cari agen besar, agen besar cari agen kecil, agen kecil cari reseller.. harga distributor, agen besar, agen kecil, reseller dan ecer itu beda beda.. tp yg cacat adalah produsen jual ecer seharga agen, distributor jual ecer seharga reseller. Please harus ada undang undang tentang rantai distribusi.. mau import atau lokal kalo sistem cacat kayak gini menjatuhkan seller kecil.."
2023-09-20T02:54:03Z,Setuju klo dihapus . Soalnya dampak negativ untuk semua . Ol shop yang harganya kadang dibawah modal . Mereka cuma untung royalti ' bestseler dll
2023-09-20T02:53:03Z,Sama ojek online jg dihapus.
2023-09-20T02:40:06Z,"Pemerintah sdh harus benar2 memikirkan umkm, krn usaha kami macet total, krn bnyaknya jualan online yg harganya jauh kebih murah. Kami umkn kebanyakan pribumi, kalah modal dg cina yg begitu buka toko langsung booooom gede, menggerus para umkm.siapa yg akan membantu para pedagang kecil spt kami bp? Benar, Dinkop mengadakan pelatihan, tapi kami ttp saja sulit utk memasarkan dan menjual dagangan kami. Utk mencari uang 10000 sehari saja susah bp, kami benar2 menangis, tapi tdk bisa berbuat apa2. Mohon bp2, bantu kami agar kami ttp bisa bertahan hidup🙏"
2023-09-20T02:29:14Z,Seharusnya jangan tik tok doang. Semuanya yang online di blokir
2023-09-20T00:39:58Z,Semakin miris lihat tiktok.. Live nya udah kamana karep..
2023-09-19T23:32:30Z,Hapus aja tu tiktok
2023-09-19T19:17:19Z,"Sudah betul langkah pemerintah, hanya saja saat ini yang diperlukan hanyalah support sistem dari pemerintah untuk mendukung umkm dari level bawah - menengah agar dapar bersaing dengan tiktok shop, persulit izin jual beli di platform tersebut dan buatkan platform resmi yang diperuntukkan khusus untuk pedagang umkm untuk berdagang, mudahkan umkm lokal untuk berdagang, beri fasilitas dan edukasi mengenai strategi berbisnis, berikan keringan pajak untuk umkm lokal agar dipermudah dan terus memantau pergerakan ekonomi umkm lokal.

perlunya ilmu berbisnis dan edukasi bisnis bagi yang ingin merintis umkm itu penting karna dizaman yang serba kapitalis ini apapun bisa di manipulasi demi keuntungan semata."
2023-09-19T17:48:47Z,"Apa salahnya medsos + jualan, buruknya dmana, orang2 dungu sok bersuara, salahnya itu bukan dibagian itu, tapi di barang import, shopee, lazada jga barang import jga banyak."
2023-09-19T16:00:10Z,Apa kalian tidak kasihan dengan orang tua yang gaptek harus membiayai anaknya dan mencukupi kebutuhan hidup dengan cara berdagang offline
2023-09-19T15:11:15Z,"Setuju sekali..saya juga pedagang banyak sekali dampak nya yang saya dan teman teman rasakan..banyak sekali toko tutup 1 plaza hanta tersisa 20 toko saja
Sedih rasanya..
Semoga ada jalan keluar yg terbaik"
2023-09-19T14:54:40Z,Alhamdulillah kalau benar
2023-09-19T14:51:35Z,Sebelum parah. Meraja lela...
2023-09-19T14:51:09Z,Betul pak cepat pak... langsung di tindak..
2023-09-19T14:50:06Z,Cepat lakukan tindakan pak TEten. Pak zulkipli cepat tegas dan. Keuntungannya hanya segilintir orang dan memetikan umkm nasional
2023-09-19T14:25:32Z,"saya setuju tikokshop di tiadakan di Indonesia. karena saya tadinya seller di Tiktok. tiba"" diblokir di hapus permanen. Sisa saldo 200ribu engga bisa ditarik. hanguss"
2023-09-19T14:22:29Z,blokir aja setuju
2023-09-19T14:17:00Z,Setuju
2023-09-19T11:19:08Z,"Tiktok kebangetan ngajak bangkrut seller Indonesia, harga jual murah banget, penarikan dana 1 bulan baru bisa di tarik, gsk beda jauh juga sama lazada. Beda nya lazada tidak pakek sosial comerce tapi harga diskonnya wajib 10 ribu untuk produk 35 ribu. 😂"
2023-09-19T10:25:12Z,"Halah......intinya minta pajak gitu aja kok repot
..

Karena di tiktok juga UMKM......"
2023-09-19T09:52:01Z,SEGERAAAA SAAAAAHKANNNN
2023-09-19T08:15:47Z,paling pas blokir ajah tiktok itu
2023-09-19T07:18:45Z,Betul. Yng kaya semakin kaya. Yng miskin tetep miskin
2023-09-19T06:23:45Z,Menyimak
2023-09-19T06:17:27Z,"Mungkin tiktok harus bayar pajak kepada pemerintah atau Penerbitan ijin berjualan sebagai ecommers marketplace, pasti tidak akan di singgung, seperti halnya platform marketplace lain di Shopee, Tokopedia, Lazada & Bukalapak, Perdagangan online tidak akan bisa di bendung, bahkan oleh pemerintah sendiri, Karena seluruh dunia sekarang juga menggunakan sistem perdagangan online termasuk perdagangan fisik & non fisik, seperti halnya Amazon, Alibaba atau ecommers dunia lainnya, Sekarang yang harus jadi perhatian adalah bagaimana caranya pemerintah bisa mensetarakan harga Offline dengan online, agar perdagangan Offline tetap berjalan, karena harga online jauh lebih murah dibandingkan harga Offline.."
2023-09-19T04:37:44Z,Jangan di blokir dulu lah. Gue belum borong barang yang harganya murah² di tik tok 😅😅
2023-09-19T03:20:09Z,"Kali ini dukung pemerintah, karna hal ini sudah meresahkan masyarakat, membuat harga tidak stabil"
2023-09-19T02:51:00Z,"Setuju banget bos, kasihan pedagang2 dipasar"
2023-09-19T02:49:29Z,"Pusing dengernya angan"" doang"
2023-09-19T02:38:50Z,"Yang perlu dipertanyakan orang cina kok bisa jual murah, ya didukung pemerintahnya lah dengan cara apapun itu🤭🤭🤭🤭"
2023-09-18T21:30:38Z,"Kaya serasa bukan hidup di negri sendiri , kangen negriku yg dlu yg selalu hidup bersosial 😢"
2023-09-18T19:39:03Z,Tiap maen ke mall sekarang sepi 😢 apakah ini dampaknya?
2023-09-18T16:48:50Z,Harga barang biasa seharga barang branded gimana gak sepii😂😢
2023-09-18T16:34:03Z,"Segera saja live jualan di tik tok di banned, kasian pedagang"" kecil....."
2023-09-18T14:09:03Z,Larang saja
2023-09-18T13:25:34Z,saya setuju banget sangat mendukung sekali jika tik tok Shofie di larang jualan
2023-09-18T13:06:43Z,Tik tok halal nggak sih
2023-09-18T12:04:22Z,Hapus aplikasi nya
2023-09-18T12:01:59Z,Buat belanja 1 2 biji belana online ok lah tapi jumlah banyak saya harus cek barangnya sesuai apa ga
2023-09-18T07:06:45Z,"Tiktok yang bisa makan cuma penjual nya , sedangkan pasar ,mall bisa menghidupkan ekonomi untuk makan karyawan"
2023-09-18T07:04:08Z,"Saya sudah uninstall tiktok demi UMKM lokal , pasar semakin sepi gara gara tiktok"
2023-09-18T06:55:11Z,India UD lm ngeblok''''tiktok
2023-09-18T05:48:12Z,Bangke emg yg jatuhin harga UMKM BISA BANGKRUT Kalau harga GAK WAJAR
2023-09-18T05:20:44Z,Ya hapus lah min perdagangan online di indo itu baru bisa mngatasi perdaganagan lokal klau ttp perdgngan online bayar pajaknya di terima sampe fir.aun idup kembali juga ga bakal kelar hadehhh
2023-09-18T05:16:00Z,Iya jga ya
2023-09-18T04:57:17Z,"Parah banget emang Tiktok shop dia algoritmanya mendata semua barang yg laku di Indonesia trus dikirimkan ke Douyin lalu bikin tiruannya dijual di Indonesia dengan harga jauh lebih murah jelas banget ngancurin UMKM lokal kita negara lain seperti amerika, india, thailand, filipina dan malaysia udah pada ngeblokir tiktok shop duluan kita yang agak telat kayak serakah banget China udah produk elektronik dan gadgetnya membanjiri Indonesia koq masih belum puas mau ngerusak UMKM kita terutama industri garmen tekstil pakaian dan aksesoris printil printil"
2023-09-18T04:03:16Z,S7 ...🤲
2023-09-18T03:41:29Z,Harusnya cepat di laksanaken
2023-09-18T02:45:20Z,Bukan tanah abang aja yg sepi pasar2 didaerah lain juga pada sepi wakil rakyat dengarksn inpirasi rakyat kecil
2023-09-18T02:26:23Z,Govt too slow respond for this t*kt*k issue...
2023-09-18T02:18:11Z,"Alhamdulillah, semoga tersegerakan..."
2023-09-17T23:42:35Z,"tlg secepatnya di atur regulasinya pak.. ga cm tiktok.. semua ecommerce yg jualan produk china juga. negara kita sudah dijajah oleh produk china, umkm dan pedagang kecil mati. sampai kiamat umkm kita ga akan bisa bersaing dengan china jika ga ada regulasi khusus.."
2023-09-17T23:25:41Z,"MAU TANYA PAK,MENGHENTIKAN TIKTOK SHOP, APAKH MEMPENGARUHI AFFILIATE.🙏"
2023-09-17T23:03:33Z,AlhamduliLlAh.finnaly.jualan Baju di Rumah moga akan naik kembali.
2023-09-17T22:54:41Z,Gua pengguna tiktok nggak papa ini di blokir. Gua kasihan Ama UMKM
2023-09-17T20:12:06Z,nah gitu dong
2023-09-17T19:32:16Z,Good job! Jangan sampai Project S Tiktok hadir di Indonesia. Betapa ngerinya masa depan UMKM kita kalo itu beneran terjadi
2023-09-17T18:58:55Z,Lebih baik banned aja di Indonesia karna banyak orang jadi malas berharap gift
2023-09-17T17:06:04Z,"paling bener blokir aja tiktok, kebanyakan yg viral dan diangkat ke televisi nasional orang2 yg ga jelas,sedangkan yg berprestasi malah tenggelam!"
2023-09-17T16:55:29Z,"di tiktok apa yg di utarakan bapak tadi itu barangnya murah2 jadi keliatan barang impor. padahal itu barang lokal penjualnya lokal, bisa murah itu di subsidi oleh tiktok, misal penjual jual barang aslinya hijab itu 15rb 1 pcs karena pembeli di subsidi oleh tiktok dapat harga 10rb bahkan 8rb apalagi pembeli pertama di tiktok bisa dapat harga 1000 perak sampai gratis ongkir. tapi uang masuk ke penjual tetap 15rb. inilah trik promosi tiktok menjaring pembeli. toh promosi begini tidaklah selamanya hanya sekedar memikat pembeli, seterusnya ya harga normal kadang ongkirnya malah parah mahal."
2023-09-17T15:54:57Z,Setuju
2023-09-17T15:50:38Z,DiHongkong juga sdh diblokir aplikasi tik toknya 😊
2023-09-17T15:42:01Z,Klau ada larangan gini otomatis makin mahal
2023-09-17T15:29:31Z,"Sebelum online shop beraksi para karyawan2 hidup sejahtera karena tempat mereka dagang  masih rame pembeli, tp skrg semua sudah berubah"
2023-09-17T14:18:32Z,Mantap dah enak scroll tiktok ketimbang muncul live jualan mulu 🗿
2023-09-17T14:18:18Z,Saya dukung
2023-09-17T12:44:14Z,Hapuss ... saya pedagang boneka off line .. dan temen2 pasar malem sepiiiii gara2 tik tok.... harga gak wajarrrr ...
2023-09-17T12:36:30Z,"Kenapa hanya tiktok aja yg di larang berjualan , malah seolah2 ada kerjasama dengan kompetitor nya tiktok yg kalah bersaing dengan tiktok, kalu mau melarang semua aplikasi jualan oline juga harus di tutup juga biar adil"
2023-09-17T12:34:36Z,"barang jual online bgus... sedakan klo beli di pasar mahalnya ugal""lan  pdhal bahannya biasa"" aja.... mending belaja online..."
2023-09-17T12:31:06Z,Tiktok  . Fecebok. Danmedia sosial di jadikan  perdagangan  tifak sehat. Karenatdk bayar pajak. Harga tidak sesuai harga pasar. Menjatukanharga. Banyak tidak sehat. Tidaklama lagi banyak gulung tikar. Dan pengangguran banyak . Pasartradisional banyak tutup.
2023-09-17T12:18:07Z,Kebijakan yang baik
2023-09-17T11:34:46Z,Setuju banget
2023-09-17T11:31:48Z,setuju.. close aja lah tiktok
2023-09-17T09:42:09Z,SETUJU!!!!!!
2023-09-17T08:18:11Z,"judi online apa kabar? udah di urus? wkwkwk lucunya negri ini , kalo dari saya di blok tiktok juga gpp toh saya gak main tiktok ,satu lagi tuh korupsi sama bandar narkoba."
2023-09-17T08:15:07Z,Blokir aja akun tiktok indonesia bnyak yg merusak mental anak2bangsa
2023-09-17T08:14:17Z,Knp gak di tutup tiktok indonesia...kasian generasi penerus bnyak yg rusak krna tiktok...di tmbh semua kalangan bisa askes
2023-09-17T08:03:42Z,Setujuuu
2023-09-17T06:09:04Z,Kebijakan yg baik di hongkong  aja gak Ada perijinan  tiktok
2023-09-17T05:43:49Z,setuju
2023-09-17T04:34:24Z,"Kenapa tidak dilarang saja e-commerce shopee toped lazada dll.
Kembali ke tahun 2015-16 jual apa2 mudah laku di fb krn sedikit yg belanja online"
2023-09-17T04:12:28Z,Wacana doank.... Masih blm dilarang pada prakteknya.
2023-09-17T04:10:51Z,❤
2023-09-17T04:06:01Z,"Saya saja jual produk lokal laris manis sampai ribuan terjual,eh tiba2 di blokir dengan alasan ngak jelas,"
2023-09-17T03:39:56Z,Jgn tanggung2 blokir ajjh .aplikasi'ya tiktok itu.bikin rugi Negara NKRI Ajjh.. CINA bikin Resah indonesia.
2023-09-17T03:15:10Z,Biasa jualan sepatu bola 250k up eh di tikto ada yg 85k 😢
2023-09-17T03:10:04Z,Mau uang masuk ya..hahahaha
2023-09-17T02:38:41Z,Antara setuju dan gaj setuju sih . Padahal para pedagang byk yg terbantu dari jualan di tiktok.
2023-09-17T02:36:09Z,"Masalah nya penjual tiktok shop di Indonesia cuma jadi reseller 90 % brg cina doang,...jdi nya produk UKM kita mati...nih yg dukung tiktok shop antek China..."
2023-09-17T01:42:25Z,Setuju banget apalagi aplikasinya di blokir
2023-09-17T01:21:56Z,"Saya setuju kalau aplikasi yg jualan kelasnya distributor, yg jualan mending agen atau umkm, biar harga wajar dan perekonomian muter merata"
2023-09-16T22:20:04Z,Dulu kan pernah ada yg ngak s7 sm tik tok..tp d anggap sok suci..padahal bnyak tdk baik n..
2023-09-16T20:32:19Z,"SAYA SANGAT SETUJU....!!!
KALAU BOLEH TIK TOK DI TIADAKAN
KARNA MERUSAK AKHLAK"
2023-09-16T19:16:14Z,Tutup saja tiktok dan semua aplikasi online shop
2023-09-16T18:49:01Z,Mungkin pemerintah harus buka aplikasi untuk jualan online...sehinggal bisa ditertibkan...
2023-09-16T17:27:06Z,"Segera di laksanakan dong, tggu apa lagi sih, 😢"
2023-09-16T17:05:02Z,Mantap  bagus bagus.. aku setuju.. bagus di malaysia juga.. 🎉
2023-09-16T16:45:37Z,"Pasar ditempatku sepi,,toko baju banyak tutup ,,,sekarang kerja buruh semua😅😅😅😅
Mantap,,lanjutkan tiktok shop,,biar semakin ""TIDAK BAIK BAIK SAJA""😅😅😅"
2023-09-16T15:58:01Z,"Iya Setuju bangtt bngttttttt 
Tiktok Tolong Jangn buat jualan"
2023-09-16T12:17:05Z,"Seharusny aplikasi tiktok shop ini bukan dilarang total, tpi wajib menjual barang lokal dan dilarang jual barang Import... Yg jadi masalah kan bukan Tiktok shopnya, tapi Banjirnya gempuran barang China murah yg ada di tiktok shop... Kalo barangnya lokal semua, saya rasa UMKM dari supplier, pengrajin, dan seller lokal pun ikut naik"
2023-09-16T11:54:44Z,"tiktok shop jangan dilarang pak karena sebagai pembeli merasa dirugikan kalau dilarang, soalnya siapa sih yang mau beli dengan harga lebih mahal?!?😂

dan kalau karena alesan di menit 1:53 , sepertinya ga tepat itu pak karena di kita saja banyak koq yang ga berijin. contoh, pedagang kaki lima, memang mereka punya ijin? jangankan ijin sebanyak itu, mayoritas, satu ijin juga belum tentu punya. (misal ijin tempat usaha, memang punya? lha wong berjualannya juga seenaknya sendiri).😅"
2023-09-16T11:32:57Z,Gak usah tanggung2    semua APLIKASI ONLINE di seluruh indonesia DILARANG DAN DITUTUP...beres urusan
2023-09-16T10:26:36Z,Bagus. Sangat setuju.
2023-09-16T09:33:11Z,"Setuju, pertumbuhan ekonomi indonesia jadi terhambat."
2023-09-16T07:27:16Z,Apapun itu..yang penting saya sebagai konsumen ingin harga murah dan terjangkau..
2023-09-16T07:21:06Z,"betul banget, apalagi sekarang para produsen dan artis2 ikutan jualan langsung juga, kasihan para pedagang kecil"
2023-09-16T07:04:28Z,tik tok sarana beriklan tanpa proses yg ribet dan tanpa biaya yg besar.. justru kalau fiewersnya rame dapat tambahan pemasukan buat pemilik akunnya...
2023-09-16T06:46:48Z,"Iya bener, kasian itu distributor pada mati."
2023-09-16T06:38:23Z,Semoga sopi dan yg lain d tutup .yg onlaen2semoga d tutup semua.agar kebutuhan oplaen semua
2023-09-16T06:24:17Z,"Kami sebenarnya senang belanja ditiktok, walau pun terkadang lain di pajang kain pula datangnya,"
2023-09-16T06:10:02Z,S7
2023-09-16T05:55:26Z,"Negara"" maju lebih paham dampak dari tiktok"
2023-09-16T04:36:14Z,"Jangan cuman wacana, kudu segera diketok palu"
2023-09-16T04:25:09Z,"Secepat nya lah ,,,krna pengaruh nya besar sekali trhdp umkm ,,,"
2023-09-16T03:04:26Z,Emangggg bikin hancur pasarann
2023-09-16T03:01:56Z,Justru facebook SDH lebih dulu ......!!!😂😅
2023-09-16T03:01:26Z,Setujuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
2023-09-16T01:51:24Z,Umkm gmna pak kedepan.nya... kalo tiktok shop terus berkelanjutan
2023-09-16T01:50:23Z,Saya setuju sih
2023-09-16T01:45:16Z,Setuju walaupun saya jualan di tiktok karna kaya ada aneh gitu kita kan jualan asli brand indonesia ... tpi liat bnyk bgt jualan brnd2 luar
2023-09-16T01:35:07Z,Berita baik
2023-09-16T01:32:30Z,sebagai pedagang aku setuju sih sebelum adanya toko online pendabatan kita tuh lumayan banyak tp sejak toko online meraja lela pendapatan kita turun sampe 60%
2023-09-16T00:52:47Z,Hapus aja skalian tiktok...  China menguasai
2023-09-16T00:44:12Z,Monopoli tuh media sama jualan di jadikan satu
2023-09-16T00:43:55Z,Gas
2023-09-15T23:30:19Z,"Belanja online enak, tinggal pencet pencet 2-3 hari sampe, lah kepasar harganya lebih mahal, bensin, biaya parkir juga"
2023-09-15T22:16:02Z,"Kalau bener2 mikirin rakyat ,pikirin semuanya pak ,jangan hanya toko off line ,pikirin menyeluruh,rakyat dapat harga murah kok marah .harusnya bapak mendukung tik tok,sudah ngasih rakyat bapak barang murah2,jadi semua kalangan bisa beli"
2023-09-15T22:14:29Z,"saya konsumen tik tok merasa semakin mudah berbelanja dengan tik tok,urusin saja harga beras di off line yang gak becus terus naik,semua sembako naik,bbm juga naik,gak ada tuh di tik tok ,jujur ini nyari uang apa emang mikirin rakyat sih ."
2023-09-15T20:53:14Z,Shopee dan buka lapak.serta tokped?? Gimana
2023-09-15T19:50:19Z,Era soeharto segalanya di atur dr atas kebawah jadi setabil. Contohnya ada KUD di desa desa
2023-09-15T19:49:15Z,Waduh waduh perang harga
2023-09-15T19:32:54Z,"Solusi nya mudah,, tapi dibikin ruwet.,, 
Basis data nya ada kok,, cuancuancuan😅"
2023-09-15T19:02:25Z,"😂😂😂😂😂😂baru pada sembuh dari gila nya 😂😂😂😂😂kini sudah pada ancur umkm di Indonesia nya,dgn ada nya jualan online😂😂😂😂😂😂"
2023-09-15T16:34:38Z,"Inilah yg dinamakan perang ekonomi memanfaatkan kekuatan lawan.
Ya.. kekuatan kita adalah konsumen yg konsumtif gak bisa ngeliat barang murah,,bodo amat dgn kualitas yg penting murah.
Tapi ini mmg bukan kesalahan konsumen Indonesia,, itu sudah manusiawi.
Pemerintah harus hadir dengan kebijakannya.
Kalo dibiarkan, lama lama sayur bayam pun bisa sepuluh ikat lima ribuan ,, import jg tuh dari China"
2023-09-15T16:19:07Z,"Jadi inget kartun the simpson....cerita nya : karena ulah suatu negara yg menjajah negara lain dengan system online,mau tidak mau negara terjajah tersebut mematikan internet selama 39 hari dan terbukti efesien.
Ramalan kartun terbukti akan terjadi.😊😂😂😉"
2023-09-15T16:08:52Z,Semoga
2023-09-15T15:27:55Z,Ia lah tutup aja.bikin hancur umkm.artis ikut jualan.bahkan pabrik ikut jual lamgsung.hancur umkm tangan ke 2 ke 3 gmn mau bersaing
2023-09-15T15:19:31Z,Bagus lh kasian pedangang kecil
2023-09-15T15:04:31Z,diamerika skrang malah baru masuk tiktokshopnya.
2023-09-15T14:45:17Z,"Mantap, protect juga industry dalam negeri, kalau import barang yang juga sudah di produksi dalam negeri barang import harus di larang atau paling tidak kena pajak yang sangat tinggi,kalau tidak hancur semua, sritex aja mau kolap. Kalo tidak indonesia kerjaannya export barang mentah atau 1/2jadi terus import barang jadi,lama2 ya Habis jadi budak terus."
2023-09-15T14:37:44Z,blokir aja tiktok
2023-09-15T14:29:27Z,Tag gw. Gw tunggu 2 bulan gw mau liat apakah pemerintah tegas atau cuma bacot doang.
2023-09-15T14:29:24Z,TikTok hanya 7%yg gede shoppe lazada plng kecil ttok 7%jaman smakin maju blokblok meningkat
2023-09-15T14:20:35Z,"*Yang di bahas jangan UMKM saja Gojek/Ojol tolong juga di banned dari Indonesia, itu juga merugikan ojek offline yang nongkrong di pangkalan, yang sudah beroprasi puluhan tahun, terutama tukang becak dan delman, biar budaya Indonesia tidak Punah. Utamakan Rakyat. Jangan Perusahaan.*"
2023-09-15T14:00:43Z,"sebenernya cina gk butuh uang indonesia, mereka sudah kaya
cuma importir narik barang terus, karena pasarnya ada.."
2023-09-15T13:48:12Z,Kalau bukan pedagang tebih baek diam ini urusan bisnis bukan urusan sepak bola.
2023-09-15T13:46:38Z,"Lazada dst wajib di tata jangan merusak pasar merusak pasar itu tidak boleh, lazada dst itu gak mikir pedagang kecil    lazada dst merampok ekonomi rakyat kecil ini wajib di basmi."
2023-09-15T13:43:39Z,"Kami dukung kebijakan in kalau tidak pasti banyak toko offline tutup,sekarang aja pasar LG sepi di hantam LG dg jualan online yg harganya gila2 an"
2023-09-15T13:43:37Z,"Ada bagusnya sih biar kawasan perbelanjaan ramai lagi dan UMKM bisa naik soalnya sebenarnya belanja online itu boros ada ongkir mahal meskipun barang yg kita pesan itu cuma satu atau harganya malah lebih murah ketimbang ongkirnya belanja online itu opsi terakhir kalau kita gak dapat barang di toko offline baru belanja online dan jujur selama saya belanja online rasanya boros meskipun jarang,karena buat yg tinggal di luar pulau Jawa voucher gratis ongkirnya cuma seperti potongan harga yg dari 60 ribu ongkirnya paling jadi 40/45 ribuan 


Saya ngomong gini bukan sebagai pedagang tapi berdasarkan pengalaman belanja aja"
2023-09-15T13:36:45Z,Artis rakus.. menangisss
2023-09-15T13:35:34Z,"kenapa pada nyalahin china dah kan padahal kuncinya di harga dan mungkin kualitas juga maksud saya kan tinggal ikut banting harga aja, china aja bisa... kenapa malah pada nyalahin china😅"
2023-09-15T12:53:44Z,Setujuuuuuuuuu
2023-09-15T12:46:24Z,Jaman makin sulit.orang² serakah makin bertambah 😢
2023-09-15T12:33:06Z,"Gua lebih setuju offline ..
kalo lu punya kertas dan punya otak pelajari ini baik2 alur keuangannya ..

Suplier Baju - Reseller 1 baju - Reseller 2/3/4 baju - end user

Suplier Sepatu - Reseller 1 celana - Reseller 2/3/4 celana - end user

Suplier Topi - Reseller 1 topi - Reseller 2/3/4 topi - end user

Suplier Jaket - Reseller 1 jaket - Reseller 2/3/4 jaket - end user


Suplier elektronik - Reseller 1 elektronik - reseller 2/3/4 elektronik - end user


Lu bikin coret2 alur nya di kertas : 
Suplier baju itu beli elektronik/jaket/celana/ topi dimana

Suplier Elektronik itu beli baju/jaket/celana/topi dimana

Dsb..

Yang bilang enakan belanja online diem dirumah, gk kemana2, irit bensin, gk perlu jajan , pikiran lu buka yang gede .. efeknya apa coba ??

Reseller 1/2/3/4 baju penjualan sepi/bangkrut , apa bisa beli elektronik dari penjual elektronik ??
masih banyak lagi .."
2023-09-15T12:32:28Z,Alhamdulillah
2023-09-15T12:11:39Z,"Haloo pemerintah.
Terus bagaimana tentang perjudian slot, apakah ada tindakan.
Indonesia peringkat pertama
lho, negara yg paling banyak bermain judi slot."
2023-09-15T12:10:27Z,"Udh kerasa banget sih dampak semenjak aplikasi ini ada baik dari kalangan yang kecil sampe yang besar buat psikologi maupun prilaku,dan segala aspek."
2023-09-15T11:34:54Z,Lalu gimana nasibku yg baru jadi tiktok seller 😑
2023-09-15T10:15:07Z,hanya 1 kata . tutup.
2023-09-15T10:06:46Z,setuju.
2023-09-15T09:41:12Z,"G yakin 😂
Paling fulus masuk
Udah pada diem 😂

Kayak g tau pejabat kita aja"
2023-09-15T09:27:45Z,BURUAN ditutup CUMAN BIKIN KAYA PARA ARTIS kasian yg kecil gak mampu bersaing 🙄
2023-09-15T09:24:28Z,aku sangat setuju sekali tolong di hentikan
2023-09-15T08:58:20Z,Sekedar Wacana atau Beneran?
2023-09-15T08:12:09Z,tuh blokir aplikasi tiktokkan sekalian
2023-09-15T07:08:11Z,gitu dong pak biar adil
2023-09-15T06:38:26Z,Setuju banget
2023-09-15T06:29:17Z,Pantesan jualan sepi... Pada ke tiktok toh
